lemma_key	status	token_count	text_count	text_counts	lemma_hints	zazaki_variants	lerch_variants	context_gloss_hints	glossary_entries	glossary_match_sources	example_ref	example_token_zazaki	example_token_lerch	example_line_zazaki	example_line_lerch
nahei	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	nahei	na'hêy	nah̔eí	district			ali-agha-ladi-kelhani:a01_l01:5	na'hêy	nah̔eí	Ali ağa laci Kêlhani mirêy na'hêy Karbegani. Namêy daway	Áli aγá lā́d̮i Kelháni mírei nah̔eí Karbe̱gā́ni. Nameí daú’ai
naini	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	naini	nayni	naíni.	worked			degirmenci-ve-tilki:mf01_l02:0	nayni	naíni.	nayni. Roc yêkê beri ari qafêlna şê kêyê, şawê kêyê ra kawt,	naíni. Rōd̮ yéke bé̱ri ārí qáfelnā šẹ̄ keíye, šaú’e keíye rā kaut,
nam	low_frequency_unmatched	2	1	gespraech-mit-hassan:2	nam	Namêy	Nāmeí; Nameí	name; EZ/GEN			gespraech-mit-hassan:h01_l03:0	Namêy	Nāmeí	Namêy aşirêta tê çinaw?	Nāmeí ašíreta te t̮ínau?
nameini	low_frequency_unmatched	1	1	kauge-nyerib-u-sivani:1	nameini	nyamêyni	ńameíni	had not come			kauge-nyerib-u-sivani:s05_l13:5	nyamêyni	ńameíni	kê Xaydêr ağara: ekê tê nyamêyni mê Xalef ağayra yaw zirot vera	ke Χaidér aγára: é̱ḱ’e te ńameíni me Χalé̱f aγāira yau ziröt vé̱ra
narbyes	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	narbyes	Narbyêş	Nārbyẹ̄́š.	Narbyes, village name			ali-agha-ladi-kelhani:a01_l02:2	Narbyêş	Nārbyẹ̄́š.	Ali ağay Narbyêş. Ali ağa çêhêr dawang da pyêrû, hiris û çêhêr	Áli aγaí Nārbyẹ̄́š. Áli aγá t̮ehér daú’āṅ dā pyérū, híris u t̮ehér
nariyer	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	nariyer	nariyêr	nāriyér,	pomegranate trees			gespraech-mit-hassan:h02_l12:0	nariyêr	nāriyér,	nariyêr, rez êsti.	nāriyér, re̱z ésti.
naume	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	naume	nyawme	ńaúme̱,	did not come			degirmenci-ve-tilki:mf05_l06:8	nyawme	ńaúme̱,	maç bigêrû, nyêzana rayêr qancaw. Lwê paût, arêwangçi nyawme,	mā́t̮ biǵeru, ńézana rayér qānd̮aú. Lúe pa’út, ārewāṅt̮í ńaúme̱,
nautarai	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	nautarai	nyawtaray	ńaútarai	not at all			goin-puhu-kusunun-hikayesi:g04_l02:5	nyawtaray	ńaútarai	cêynêki qafêlya, cêyni têrsayê, 'hêni nyawtaray veng bıkêrû.	d̮éineki qáfelya, d̮éini tersáye, h̔én’i ńaútarai ve̱ṅg bi̥kéru.
nedana	low_frequency_unmatched	1	1	uc-kardes-masali:1	nedana	nyêdana	ńedā́na:	I do not give			uc-kardes-masali:tb09_l05:8	nyêdana	ńedā́na:	dê, tê vaci kê ez hêni yawnay pêro nyêdana: kawli cang mêrdang yaw.	de, te vā́d̮i ke e̱z hén’ī yaúnai péro̤ ńedā́na: kaúli d̮āṅ mẹ̄́rdāṅ yau.
nedani	low_frequency_unmatched	1	1	kauge-nyerib-u-sivani:1	nedani	nyêdani	ńedā́ni,	I would not give			kauge-nyerib-u-sivani:s05_l14:0	nyêdani	ńedā́ni,	nyêdani, ez ka pêynyay dawani Nyêribi veşna, heminê taalan ka, çım-	ńedā́ni, e̱z ka peińai dauā́ni Ńeríbi vé̱šna, hé̱mine tá’alan ka, t̮i̥m-
neiya	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	neiya	nyêya	ńeíya.	I am not			kauge-nyerib-u-hyeni:h06_l04:0	nyêya	ńeíya.	nyêya. Xalef ağay va kê: byê eskêri ez dana twê, şwê byê mıdê	ńeíya. Χalé̱f aγái vā ke: bye e̱skéri e̱z dána túe, šúe bye mí̥de
neke	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	neke	nêkê	neke,	the girl			goin-puhu-kusunun-hikayesi:g03_l13:0	nêkê	neke,	nêkê, tê amêy mı ser, tı mêra vani kê: qawi twê laci kiştû, ez	neke, te āmeí mi̥ se̱r, ti̥ méra vā́ni ke: qaúwi túe lā́d̮i kíštu, e̱z
nekenu	low_frequency_unmatched	1	1	uc-kardes-masali:1	nekenu	nyêkênû	ńekén’u.	does not do			uc-kardes-masali:tb05_l09:4	nyêkênû	ńekén’u.	na, çaw twêri wayêrêy nyêkênû. 'Hasanêki kağit wengd, ekê dewi	na, t̮au túeri wáyerei ńekén’u. H̔asanéki kaγít we̱ṅd, é̱ke dé̱wi
nenost	low_frequency_unmatched	2	1	uc-kardes-masali:2	nenost	nyênoşt	ńenó̤št; ńeno̤št	did not write			uc-kardes-masali:tb04_l04:8	nyênoşt	ńenó̤št	wi. Dyewi gêrawt, va 'Hasanêkira: mê kağit ana nyênoşt bê, ena	wí. D́é̱wi geraút, vā H̔asanékira: me kaγít ā́na ńenó̤št bẹ̄, ḗ̱n’a
nerbid	low_frequency_unmatched	2	1	kauge-nyerib-u-sivani:2	nerbid	Nyêrbicanû; Nyêrbican	Ńerbid̮ā́nu.; Ńerbid̮ān	Neribian; PL; EZ/OBL			kauge-nyerib-u-sivani:s02_l12:5	Nyêrbicanû	Ńerbid̮ā́nu.	awkay Şêlê verdê kawğê maw, Nyêrbicanû. Dawang 'habêr erşawûtê	aúkai Šél’e vé̱rde kauγé mau, Ńerbid̮ā́nu. Dauā́ṅ h̔abér e̱ršau’úte
nerbida	low_frequency_unmatched	1	1	kauge-nyerib-u-sivani:1	nerbida	Nyêrbida	Ńerbída	Neribian			kauge-nyerib-u-sivani:s01_l09:7	Nyêrbida	Ńerbída	malê mê bêni. Dızdi va kê: ez Nyêrbida amêya malê twê, dızdêy	mā́le me bén’i. Dí̥zdi vā ke: e̱z Ńerbída āmeía mā́le tue, dí̥zdeí
neribdei	low_frequency_unmatched	1	1	kauge-nyerib-u-sivani:1	neribdei	Nyêribdêy	Ńeríbdei.	from which Nerib?			kauge-nyerib-u-sivani:s01_l06:6	Nyêribdêy	Ńeríbdei.	mêdi va kê: tê Nyêribdê, qam Nyêribdêy. Dızdi va kê: ez Deştêy	médi vā ke: te Ńeríbde, qām Ńeríbdei. Dí̥zdi vā ke: e̱z Dé̱šteí
nesuena	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	nesuena	nyêşwêna	ńešuén’a,	I will not go			goin-puhu-kusunun-hikayesi:g02_l13:3	nyêşwêna	ńešuén’a,	'hêni twêri golêkangdê nyêşwêna, ez etya nyêvêndêna.	h̔én’i túeri gōlekā́ṅde ńešuén’a, e̱z e̱tía ńevendén’a.
nesueni	low_frequency_unmatched	1	1	uc-kardes-masali:1	nesueni	nyêşwêni	ńešuén’i	if you do not go			uc-kardes-masali:tb04_l08:10	nyêşwêni	ńešuén’i	dyewira va kê: ena gêlankê tê şwêni şwê, ekê tê nyêşwêni ez	d́é̱wira vā ke: ḗ̱n’a gelā́ṅke te šuén’i šúe, é̱ke te ńešuén’i e̱z
netersena	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	netersena	nyêtêrsêna	ńetersén’a.	I do not fear			gespraech-mit-hassan:h03_l14:0	nyêtêrsêna	ńetersén’a.	nyêtêrsêna.	ńetersén’a.
nevendana	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	nevendana	nyêvêndana	ńevendā́na	I will not stay			goin-puhu-kusunun-hikayesi:g03_l11:3	nyêvêndana	ńevendā́na	ek nyamaw, ez nyêvêndana etya.	e̱k ńāmaú, e̱z ńevendā́na e̱tía.
nevendena	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	nevendena	nyêvêndêna	ńevendén’a.	I will not stay			goin-puhu-kusunun-hikayesi:g02_l13:6	nyêvêndêna	ńevendén’a.	'hêni twêri golêkangdê nyêşwêna, ez etya nyêvêndêna.	h̔én’i túeri gōlekā́ṅde ńešuén’a, e̱z e̱tía ńevendén’a.
newaiste	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	newaiste	nyêwayştê	ńewaište	if I do not ask			degirmenci-ve-tilki:mf02_l07:2	nyêwayştê	ńewaište	ekê mê nyêwayştê kêynay paşadê Mısri, tı mê vera dê. Arêwangçi	é̱ḱe me ńewaište keínai pašáde Mi̥sri, ti̥ me ve̱rá de. Ārewāṅt̮í
newete	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	newete	newêtê	né̱wete	watched			degirmenci-ve-tilki:mf02_l01:0	newêtê	né̱wete	newêtê paûtê, awnyay kê myanê şawê yaw lûê amêy zerê, şyê mê-	né̱wete pa’úte, auńaí ke myā́ne šaú’e yau lú’e āmeí zé̱re, šíe me-
nezanu	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	nezanu	nyezanû	ńe̱zā́nu				degirmenci-ve-tilki:mf04_l04:8	nyezanû	ńe̱zā́nu	Mısr, eskêri paşay Mısri vêcaw: sêlam lêğêy. Arêwangçi nyezanû	Mi̥sr, e̱skéri pašai Mi̥sri ved̮aú: selám leγeí. Ārewāṅt̮í ńe̱zā́nu
niai	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	niai	nyay	niai	wife			goin-puhu-kusunun-hikayesi:g04_l04:0	nyay	niai	nyay xoê têra kêrd, berdê, êyştê zêyndang. Way lacêki golikana	niai χóe terá kerd, bé̱rde, eíšte zeindā́ṅ. Wai lā́d̮eki gōlikā́na
ninu	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	ninu	nyinyû	ńíńu				degirmenci-ve-tilki:mf04_l10:0	nyinyû	ńíńu	nyinyû enêy serê. Paşay Mısri va kê: beri wade cay cey ra ki, we	ńíńu ḗ̱n’ei sé̱re. Pašai Mí̥sri vā ke: bé̱ri wadé̱ d̮ai d̮e̱i rā ki, we̱
ogil	low_frequency_unmatched	2	1	kauge-nyerib-u-sivani:2	ogil	oğil	ōγíl,; ōγíl.	sons			kauge-nyerib-u-sivani:s03_l03:8	oğil	ōγíl,	eskêri xoê top kêrd, va kê eskêri xoêra: oğil, mevindi, ma şyêri	e̱skéri χóe top kerd, vā ke e̱skéri χóera: ōγíl, mé̱vindi, mā šyẹ́ri
ogir	low_frequency_unmatched	1	1	uc-kardes-masali:1	ogir	oğır	oγí̥r	good fortune			uc-kardes-masali:tb06_l10:9	oğır	oγí̥r	şwêna. Cênyay dyêwi va kê: tê xêyr amêy, twêri oğır bû. 'Hasanêki	šuén’a. D̮éniai d́éwi vā ke: te χeir ameí, túeri oγí̥r bú. H̔asanéki
paizi	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	paizi	paizi	pa’ízi	autumn			gespraech-mit-hassan:h03_l07:2	paizi	pa’ízi	Ma aşmay paizi veryêni yêni war.	Mā ā́šmai pa’ízi vē̱ryén’i yén’i wār.
pandine	low_frequency_unmatched	2	1	kauge-nyerib-u-hyeni:2	pandine	pangcinê	paṅd̮ine; paṅd̮íne,	five			kauge-nyerib-u-hyeni:h03_l07:3	pangcinê	paṅd̮ine	'hadre bê, roci pangcinê kawğe mê kawğaw. Xalef ağay 'habêra xoê	h̔adré̱ be, rṓd̮i paṅd̮ine kauγé̱ me kauγaú. Χalé̱f aγái h̔abéra χóe
pasairi	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	pasairi	paşayri	pašaíri	to the pasha			degirmenci-ve-tilki:mf04_l02:0	paşayri	pašaíri	paşayri wa wênişû, eskêri vacê: sêlam lêğêy. Paşay Mısri yaw	pašaíri wā wén’išu, e̱skéri vád̮e: selám leγeí. Pašai Mí̥sri yau
pasari	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	pasari	paşari	pašári,	to the pasha			degirmenci-ve-tilki:mf03_l07:8	paşari	pašári,	yaw qati kincang bıdê mê, ez bêna çêmçaqû paşari, wa pêra gû;	yau qáti kind̮áṅ bi̥dé me, e̱z bén’a t̮emt̮aqú pašári, wa perá ǵu;
paude	low_frequency_unmatched	2	1	uc-kardes-masali:2	paude	pawcê	paúd̮e,	roast			uc-kardes-masali:tb05_l15:10	pawcê	paúd̮e,	miri gay şüri serê bırnê, goşti gay şüri kebab kê, pawcê, berşaw,	míri gai šṳ́ri sé̱re bí̥rne, gṓšti gai šṳ́ri ke̱bā́b ke, paúd̮e, bḗ̱ršau,
paudena	low_frequency_unmatched	1	1	uc-kardes-masali:1	paudena	pawcêna	paud̮én’a,	cook			uc-kardes-masali:tb04_l10:0	pawcêna	paud̮én’a,	pawcêna, ana. Dyewi 'Hasanêkira va kê: lacim, tê vengi xoê mekê,	paud̮én’a, ā́na. D́é̱wi H̔asanékira va ke: lā́d̮im, te vé̱ṅgi χóe mé̱ke,
paut	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	paut	paût	pa’út,	waited			degirmenci-ve-tilki:mf05_l06:6	paût	pa’út,	maç bigêrû, nyêzana rayêr qancaw. Lwê paût, arêwangçi nyawme,	mā́t̮ biǵeru, ńézana rayér qānd̮aú. Lúe pa’út, ārewāṅt̮í ńaúme̱,
paute	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	paute	paûtê	pa’úte,	waited			degirmenci-ve-tilki:mf02_l01:1	paûtê	pa’úte,	newêtê paûtê, awnyay kê myanê şawê yaw lûê amêy zerê, şyê mê-	né̱wete pa’úte, auńaí ke myā́ne šaú’e yau lú’e āmeí zé̱re, šíe me-
peke	low_frequency_unmatched	1	1	uc-kardes-masali:1	peke	pekê	pé̱ke	good			uc-kardes-masali:tb08_l01:4	pekê	pé̱ke	ra yênû. Qayfeti va: pekê lacim. 'Hasanêki wica bêray xoê ver	ra yén’u. Qaife̱tí vā: pé̱ke lā́d̮im. H̔asanéki wid̮ā́ beraí χóe ve̱r
persena	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	persena	pêrsêna	persén’a	asks			goin-puhu-kusunun-hikayesi:g02_l04:4	pêrsêna	persén’a	ek bêray xoê çınû pêrsêna cênyay bawki xoê, vana kê: bêray mê	e̱k beraí χoe t̮í̥nu persén’a d̮éniai baúki χóe, vā́na ke: beraí me
piriki	low_frequency_unmatched	2	1	kauge-nyerib-u-hyeni:2	piriki	piriki	pī́riki	grandfather			kauge-nyerib-u-hyeni:h01_l07:9	piriki	pī́riki	va kê: Mêla Hasêyni Mûğara xoêra cişmêni mênû, wexti piriki mıdê	vā ke: Mél’a Haseíni Muγará χóera d̮išmeni ménu, wé̱χti pī́riki mí̥de
piru	low_frequency_unmatched	1	1	uc-kardes-masali:1	piru	pirû	pī́ru	full			uc-kardes-masali:tb01_l06:8	pirû	pī́ru	cyay seri yaw koy, awnyay yaw dêyştê, asêni pirû ğalêa. 'Hasanêki	d̮iaí sé̱ri yau koi, auńaí yau deíšte, asén’i pī́ru γaléa. Hʿasanéki
pisi	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	pisi	pisi	pī́si,	filthy			goin-puhu-kusunun-hikayesi:g03_l12:8	pisi	pī́si,	Cêni va myêrdê xoêra: werzê têra şwê, tê pisi, tê vatışi kêy-	D̮éni vā myẹ̄́rde χóera: wé̱rze téra šúe, te pī́si, te vā́tí̥ši keí-
pist	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	pist	pişt	píšt,	took			degirmenci-ve-tilki:mf04_l09:0	pişt	píšt,	pişt, berd kûnağ û seryê; va kê paşay Mısrira: yaw aşmê aqıl	píšt, be̱rd kunáγ u sé̱rye; vā ke pašai Mi̥srira: yau ášme āqí̥l
pye	low_frequency_unmatched	1	1	kauge-nyerib-u-sivani:1	pye	pyêra	pyéra.	each other; RECIP			kauge-nyerib-u-sivani:s06_l02:11	pyêra	pyéra.	Avdûlah ağa lawna Xalef ağa destrû, pya bê weşi, xalay day pyêra.	Avdúl’ah aγá launā́ Χalé̱f aγá dé̱stru, pya be wé̱ši, χalaí dai pyéra.
qabasi	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	qabasi	qabasi	qabási	qawas			degirmenci-ve-tilki:mf04_l03:4	qabasi	qabási	fintoyê day lwê, hiryê qabasi lwêdê ray kerdi. Çêmçaqû paşa amêy	fintṓye dai lúe, hī́rye qabási lúede rai ké̱rdi. T̮emt̮aqú pašá āmeí
qafan	low_frequency_unmatched	2	1	kauge-nyerib-u-sivani:2	qafan	Qafan	Qafán	Qafan			kauge-nyerib-u-sivani:s01_l03:2	Qafan	Qafán	Mêla A'hmêdi Qafan akêrd, pûrti Mêla A'hmêdi Qafan gêrawt	Mél’a Ah̔médi Qafán ākérd, púrti Mél’a Ah̔médi Qafán geraút
qafelna	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	qafelna	qafêlna	qáfelnā	millstone			degirmenci-ve-tilki:mf01_l02:5	qafêlna	qáfelnā	nayni. Roc yêkê beri ari qafêlna şê kêyê, şawê kêyê ra kawt,	naíni. Rōd̮ yéke bé̱ri ārí qáfelnā šẹ̄ keíye, šaú’e keíye rā kaut,
qafelya	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	qafelya	qafêlya	qáfelya,	was tied			goin-puhu-kusunun-hikayesi:g04_l02:1	qafêlya	qáfelya,	cêynêki qafêlya, cêyni têrsayê, 'hêni nyawtaray veng bıkêrû.	d̮éineki qáfelya, d̮éini tersáye, h̔én’i ńaútarai ve̱ṅg bi̥kéru.
qamu	low_frequency_unmatched	2	1	gespraech-mit-hassan:2	qamu	qamû	qā́mu?	who is			gespraech-mit-hassan:h01_l13:3	qamû	qā́mu?	Sıpyerdışi dewe Aldûni qamû?	Si̥pye̱rdí̥ši dé̱we̱ Aldū́ni qā́mu?
qamyu	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	qamyu	qamyû	qā́myu.	what kind			kauge-nyerib-u-hyeni:h02_l06:3	qamyû	qā́myu.	tû kiştû, merdümi qamyû. Yê merdüm Xalef ağayra va	tu kištu, me̱rdṳ́mi qā́myu. Ye me̱rdṳ́m Χalé̱f aγáira vā
qandarai	low_frequency_unmatched	1	1	kauge-nyerib-u-sivani:1	qandarai	qangcaray	qāṅd̮araí.	where from?			kauge-nyerib-u-sivani:s01_l05:2	qangcaray	qāṅd̮araí.	dızdê ra: tê qangcaray. Dızdi va kê: ez Nyêribraya. Laci Mêla A'h-	dí̥zdera: te qāṅd̮araí. Dí̥zdi vā ke: e̱z Ńeríbraya. Lā́d̮i Mél’a Ah̔-
qandau	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	qandau	qancaw	qānd̮aú.				degirmenci-ve-tilki:mf05_l06:4	qancaw	qānd̮aú.	maç bigêrû, nyêzana rayêr qancaw. Lwê paût, arêwangçi nyawme,	mā́t̮ biǵeru, ńézana rayér qānd̮aú. Lúe pa’út, ārewāṅt̮í ńaúme̱,
qaris	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	qaris	qarış	qarí̥š	interference			ali-agha-ladi-kelhani:a02_l02:5	qarış	qarí̥š	rani Sivani va kê: ma qarış nyêbêni. Qasim ağay va kê: şümari	rā́ni Sivā́ni vā ke: mā qarí̥š ńebén’i. Qasím aγaí vā ke: šṳmári
qasimu	low_frequency_unmatched	1	1	uc-kardes-masali:1	qasimu	Qasimû	Qasímu,	Qasim			uc-kardes-masali:tb07_l12:5	Qasimû	Qasímu,	enoê bêray minû, namêy cay Qasimû, wa twêri ğızmêt bıkêrû,	ḗ̱n’oe beraí mínu, nāmeí d̮ai Qasímu, wā túeri γi̥zmét bi̥kéru,
qaui	low_frequency_unmatched	1	1	kauge-nyerib-u-sivani:1	qaui	qawi	qaú’i	why?			kauge-nyerib-u-sivani:s01_l08:10	qawi	qaú’i	kê: ez me'hlay Şêynangda. Laci Mêla A'hmêdi va kê: tê qawi amêy	ke: e̱z mé̱h̔lai Šeinā́ṅda. Lā́d̮i Mél’a Ah̔médi vā ke: te qaú’i āmeí
qulavi	low_frequency_unmatched	1	1	uc-kardes-masali:1	qulavi	qûlavi	qulā́vi	covering			uc-kardes-masali:tb08_l13:8	qûlavi	qulā́vi	yaw şimşyêri dyewi estû 'ha kalanya altûnyênêdê 'ha qûlavi myandê,	yau šimšyẹ̄́ri d́é̱wi é̱stu h̔a kalā́nia altúńenede h̔a qulā́vi myā́nde,
qunagi	low_frequency_unmatched	1	1	uc-kardes-masali:1	qunagi	qûnaği	qunāγi				uc-kardes-masali:tb09_l06:3	qûnaği	qunāγi	'Hasanêk werişt şê qûnaği dyewi gêyra, cay dyewi di, bıni ba-	H̔asanék we̱ríšt šẹ̄ qunāγi d́é̱wi geírá, d̮ai d́é̱wi dī, bí̥ni bā-
rabi	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	rabi	rabi	rā́bi,	Lord			goin-puhu-kusunun-hikayesi:g04_l08:9	rabi	rā́bi,	dêsmaç gêrawt, dı rêkati nêmac kêrd, va kê: ya rabi, tı mê yaw	desmā́t̮ geraut, di̥ rekā́ti nemā́d̮ kerd, vā ke: ya rā́bi, ti̥ me yau
rai	low_frequency_unmatched	2	1	degirmenci-ve-tilki:2	rai	ray	raí,; rai	way			degirmenci-ve-tilki:mf03_l11:0	ray	raí,	ray, şi arêwangçi 'hêt. Lwê arêwangçira va kê: mê twêri kaynay pa-	raí, šī ārewāṅt̮í h̔et. Lúe ārewāṅt̮íra vā ke: me túeri kaínai pa-
raku	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	raku	rakû	rāku.	lie down			degirmenci-ve-tilki:mf04_l11:0	rakû	rāku.	rakû. Lwê berd wade çêmçaqû paşa, ca ra kêrd. Çêmçaqû paşa	rāku. Lúe be̱rd wadé̱ t̮emt̮aqú pašá, d̮ā rā kerd. T̮emt̮aqú pašá
ramazanyu	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	ramazanyu	ramazanyu	ramazányu,	is Ramadan			ali-agha-ladi-kelhani:a03_l02:10	ramazanyu	ramazányu,	ma mebêrê, tê xaini, bawki mê serêdê aqıl çinyû, rocêy ramazanyû,	mā mé̱bere, te χa’íni, baúki me sé̱rede áqi̥l t̮íńu, rṓd̮ei ramazányu,
rani	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	rani	rani	rā́ni	-of			ali-agha-ladi-kelhani:a02_l02:0	rani	rā́ni	rani Sivani va kê: ma qarış nyêbêni. Qasim ağay va kê: şümari	rā́ni Sivā́ni vā ke: mā qarí̥š ńebén’i. Qasím aγaí vā ke: šṳmári
rastede	low_frequency_unmatched	2	1	uc-kardes-masali:2	rastede	raştêdê	rā́štede	on the right			uc-kardes-masali:tb09_l01:5	raştêdê	rā́štede	byê bêri ver dê, kişta raştêdê yaw şêbakê esta, şwê aya şêbakêdê	bye béri ve̱r dé, kíšta rā́štede yau šebā́ke é̱sta, šúe áya šebā́kede
rastiru	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	rastiru	raştiru	rā́štiru.	directly			ali-agha-ladi-kelhani:a04_l02:4	raştiru	rā́štiru.	day 'hali bınê çici raştirû. 'Hal kawt. A'hmêdi xancêri 'halira vetê,	dai h̔ā́li bí̥ne t̮íd̮i rā́štiru. Hʿāl kaut. Ah̔médi χand̮éri h̔ā́lira vé̱te,
rayeran	low_frequency_unmatched	2	1	uc-kardes-masali:2	rayeran	rayêrang; rayêran	rayerā́ṅ; rayerā́n	roads			uc-kardes-masali:tb05_l03:0	rayêrang	rayerā́ṅ	rayêrang ver dana. Daw werişt, kayit noşt, da 'Hasanêkira. 'Ha-	rayerā́ṅ ve̱r dāna. Dau we̱ríšt, kayít nošt, dā H̔asanékira. H̔a-
razi	low_frequency_unmatched	1	1	uc-kardes-masali:1	razi	razi	razí	pleased			uc-kardes-masali:tb06_l11:7	razi	razí	va kê: bêr xodar bi Alah twêra razi bû. 'Hasanêki çi gêrawt, berd,	vā ke: ber χodár bi Aláh túera razí bu. H̔asanéki t̮i geraút, be̱rd,
rehat	low_frequency_unmatched	1	1	kauge-nyerib-u-sivani:1	rehat	rê'hat	reh̔át	calmly			kauge-nyerib-u-sivani:s04_l02:7	rê'hat	reh̔át	şawûtê Xalef ağayri va kê: cay xoêdê rê'hat vındê, ekê ena gê-	šau’úte Χalé̱f aγāiri vā ke: d̮ai χóede reh̔át ví̥nde, é̱ke ḗ̱n’a ge-
rekati	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	rekati	rêkati	rekā́ti	cycles			goin-puhu-kusunun-hikayesi:g04_l08:3	rêkati	rekā́ti	dêsmaç gêrawt, dı rêkati nêmac kêrd, va kê: ya rabi, tı mê yaw	desmā́t̮ geraut, di̥ rekā́ti nemā́d̮ kerd, vā ke: ya rā́bi, ti̥ me yau
reki	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	reki	rêki	réki	ready			kauge-nyerib-u-hyeni:h02_l15:1	rêki	réki	têra rêki xoê bıkêri, 'Hyênêyici madê kawğe kêni, barût bigêri,	téra réki χóe bi̥kéri, Hʿyẹ̄́neyíd̮í mā́de kauγé̱ kén’i, bā́rut bigéri,
rem	low_frequency_unmatched	1	1	uc-kardes-masali:1	rem	rêm	rem,	well done			uc-kardes-masali:tb02_l13:0	rêm	rem,	rêm, bıçinê. Dyaw vınert 'Hasanêki 'het, 'Hasanêkira va: laci mê,	rem, bi̥t̮íne. D́au vi̥né̱rt H̔asanéki h̔e̱t, H̔asanékira vā: lā́d̮i me,
rena	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	rena	rêna	rén’a,	I search			goin-puhu-kusunun-hikayesi:g03_l01:0	rêna	rén’a,	rêna, ekê mê bêray twê di, bızanê kê: ek cênyay mê şımadê	rén’a, é̱k’e me beraí túe dī, bi̥zā́ne ke: e̱k d̮éniai me ši̥máde
rezan	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	rezan	rezandê	re̱zā́nde.	vineyards; LOC			kauge-nyerib-u-hyeni:h08_l05:9	rezandê	re̱zā́nde.	awnyay kê eskêri Daqma begi pyêrû tabûrê bêsta pêy rezandê.	auńaí ke e̱skéri Dáqma bé̱gi pyéru tā́bure bésta pei re̱zā́nde.
rezuan	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	rezuan	Rêjwan	Réžuān,	Rezuan			gespraech-mit-hassan:h01_l08:3	Rêjwan	Réžuān,	Fatrakom, 'Hopsor, Tênik, Rêjwan, Zımag, 'Hoêrsig, 'Hê-	Fatrakó̤m, Hʿo̤psó̤r, Teníḱ, Réžuān, Zi̥máǵ, Hʿoersíǵ, Hʿe-
